ENSMUSG00000018574	P50544	SUBUNIT: Homodimer. {ECO:0000250}.
ENSMUSG00000025134	O08583	SUBUNIT: Homomultimer. Is part of several complexes involved in mRNA processing and export. Component of the transcription/export (TREX) complex at least composed of ALYREF/THOC4, DDX39B, SARNP/CIP29, CHTOP and the THO subcomplex; TREX seems to have a dynamic structure involving ATP-dependent remodeling; in the complex interacts (via C-terminus) directly with DDX39B and interacts directly with THOC1 and THOC2. Found in mRNA splicing-dependent exon junction complexes (EJC). Identified in the spliceosome C complex. Found in a mRNP complex with UPF3A and UPF3B. Interacts with RBM8A, NCBP1, THOC5, LEF1, RUNX1, EIF4A3, RNPS1, SRRM1, IWS1 and EXOSC1. Interacts with NXF1; the interaction is direct. {ECO:0000269|PubMed:10786854}.
ENSMUSG00000022205	P11031	SUBUNIT: Homodimer. Interacts with CSTF2 (By similarity). {ECO:0000250}.
ENSMUSG00000031921	O35144	SUBUNIT: Homodimer. Component of the shelterin complex (telosome) composed of TERF1, TERF2, TINF2, TERF2IP/RAP1, ACD and POT1. Interacts with TERF2IP. Interacts with NBN. Interacts with SLX4/BTBD12. Interacts with DCLRE1B/Apollo; the interaction is direct (By similarity). Interacts with TERF2IP/RAP1; the interaction is direct. {ECO:0000250, ECO:0000269|PubMed:20339076, ECO:0000269|PubMed:20619712, ECO:0000269|PubMed:20622870}.
ENSMUSG00000024927	Q04207	SUBUNIT: Component of the NF-kappa-B p65-p50 complex. Component of the NF-kappa-B p65-c-Rel complex. Homodimer; component of the NF-kappa-B p65-p65 complex. Component of the NF-kappa-B p65-p52 complex. May interact with ETHE1. Binds AES and TLE1. Interacts with TP53BP2. Binds to and is phosphorylated by the activated form of either RPS6KA4 or RPS6KA5. Interacts with ING4 and this interaction may be indirect. Interacts with CARM1, USP48 and UNC5CL. Interacts with IRAK1BP1. Interacts with NFKBIA. Interacts with GSK3B. Interacts with NFKBIB. Interacts with NFKBIE. Interacts with NFKBIZ. Part of a 70-90 kDa complex at least consisting of CHUK, IKBKB, NFKBIA, RELA, IKBKAP and MAP3K14. Interacts with HDAC3; HDAC3 mediates the deacetylation of RELA. Interacts with HDAC1; the interaction requires non-phosphorylated RELA. Interacts with CBP; the interaction requires phosphorylated RELA. Interacts (phosphorylated at 'Thr-254') with PIN1; the interaction inhibits p65 binding to NFKBIA. Interacts with SOCS1. Interacts with MTDH and PHF11. Interacts with NFKBID. Interacts with ARRB2. Interacts with NFKBIA (when phosphorylated), the interaction is direct; phosphorylated NFKBIA is associated with a SCF(BTRC)-like complex lacking CUL1. Interacts with RNF25. Interacts (via C-terminus) with DDX1 (By similarity). Interacts with UFL1 and COMMD1 (By similarity). Interacts with BRMS1; this promotes deacetylation of 'Lys-310'. Interacts (when acetylated at Lys-310) with BRD4; leading to activation of the NF-kappa-B pathway (By similarity). Interacts with EHMT1 (via ANK repeats). Interacts with NOTCH2. Directly interacts with MEN1; this interaction represses NFKB-mediated transactivation (By similarity). Interacts with AKIP1, which promotes the phosphorylation and nuclear retention of RELA (By similarity). Interacts (via the RHD) with GFI1; the interaction, after bacterial lipopolysaccharide (LPS) stimulation, inhibits the transcriptional activity by interfering with the DNA-binding activity to target gene promoter DNA. Interacts with MEFV (By similarity). Interacts with CLOCK. Interacts with FOXP3 (By similarity). Interacts (via N-terminus) with CPEN1; this interaction induces proteolytic cleavage of p65/RELA subunit and inhibition of NF-kappa-B transcriptional activity (By similarity). Interacts with CDK5RAP3; stimulates the interaction of RELA with HDAC1, HDAC2 and HDAC3 thereby inhibiting NF-kappa-B transcriptional activity (By similarity). {ECO:0000250|UniProtKB:Q04206, ECO:0000269|PubMed:11931770, ECO:0000269|PubMed:15051764, ECO:0000269|PubMed:15485901, ECO:0000269|PubMed:15616592, ECO:0000269|PubMed:18710934, ECO:0000269|PubMed:21131967, ECO:0000269|PubMed:22895791, ECO:0000269|PubMed:8816457, ECO:0000269|PubMed:9990853}.
ENSMUSG00000030782	Q62219	SUBUNIT: Homooligomer. Interacts with CRIP2, HSPB1, ILK, LIMS1, LIMS2, NCK2, NUDT16L1, PAK, PPARG, PTPN12, TCF3, TCF7L2 and VCL. Forms a complex with GIT1 and ARHGEF7. Interacts with AR/androgen receptor in a ligand-dependent manner. Interacts with CSK, LYN, MAPK15, NR3C1, PPARG, PTK2/FAK1, PTK2B/PYK2, SLC6A3, SLC6A4, SMAD3, SRC and talin. Interacts (via LIM zinc-binding domain 2) with CBLC (via RING-type zinc finger); the interaction is direct and enhances CBLC E3 ubiquitin-protein ligase activity. {ECO:0000269|PubMed:10092676, ECO:0000269|PubMed:10330411, ECO:0000269|PubMed:10649439, ECO:0000269|PubMed:10848625, ECO:0000269|PubMed:11134073, ECO:0000269|PubMed:11546764, ECO:0000269|PubMed:11779876, ECO:0000269|PubMed:11805099, ECO:0000269|PubMed:12153727, ECO:0000269|PubMed:12177201, ECO:0000269|PubMed:14755691, ECO:0000269|PubMed:15687259, ECO:0000269|PubMed:15713747, ECO:0000269|PubMed:16291758, ECO:0000269|PubMed:16624805, ECO:0000269|PubMed:16737959, ECO:0000269|PubMed:17233630, ECO:0000269|PubMed:9422762, ECO:0000269|PubMed:9756887, ECO:0000269|PubMed:9858471}.
ENSMUSG00000108631	Q62219	SUBUNIT: Homooligomer. Interacts with CRIP2, HSPB1, ILK, LIMS1, LIMS2, NCK2, NUDT16L1, PAK, PPARG, PTPN12, TCF3, TCF7L2 and VCL. Forms a complex with GIT1 and ARHGEF7. Interacts with AR/androgen receptor in a ligand-dependent manner. Interacts with CSK, LYN, MAPK15, NR3C1, PPARG, PTK2/FAK1, PTK2B/PYK2, SLC6A3, SLC6A4, SMAD3, SRC and talin. Interacts (via LIM zinc-binding domain 2) with CBLC (via RING-type zinc finger); the interaction is direct and enhances CBLC E3 ubiquitin-protein ligase activity. {ECO:0000269|PubMed:10092676, ECO:0000269|PubMed:10330411, ECO:0000269|PubMed:10649439, ECO:0000269|PubMed:10848625, ECO:0000269|PubMed:11134073, ECO:0000269|PubMed:11546764, ECO:0000269|PubMed:11779876, ECO:0000269|PubMed:11805099, ECO:0000269|PubMed:12153727, ECO:0000269|PubMed:12177201, ECO:0000269|PubMed:14755691, ECO:0000269|PubMed:15687259, ECO:0000269|PubMed:15713747, ECO:0000269|PubMed:16291758, ECO:0000269|PubMed:16624805, ECO:0000269|PubMed:16737959, ECO:0000269|PubMed:17233630, ECO:0000269|PubMed:9422762, ECO:0000269|PubMed:9756887, ECO:0000269|PubMed:9858471}.
ENSMUSG00000039239	P27090	SUBUNIT: Homodimer; disulfide-linked (By similarity). Heterodimers with TGFB1 and with TGFB3 have been found in bone (By similarity). Interacts with ASPN (By similarity). Interacts with the serine proteases HTRA1 and HTRA3. Latency-associated peptide interacts with NREP; the interaction results in a decrease in TGFB2 autoinduction. Interacts with MFAP5. {ECO:0000250|UniProtKB:P16812, ECO:0000269|PubMed:14973287, ECO:0000269|PubMed:14985127, ECO:0000269|PubMed:15206957, ECO:0000269|PubMed:23963447}.
ENSMUSG00000058756	P63058	SUBUNIT: Binds DNA as a dimer; homodimer and heterodimer with RXRB. Interacts with NCOA3 and NCOA6 coactivators, leading to a strong increase of transcription of target genes. Probably interacts with SFPQ. Interacts with AKAP13. Interacts with C1D. Interacts with TP53INP2. Interacts with PER2. {ECO:0000269|PubMed:10681503, ECO:0000269|PubMed:20159955, ECO:0000269|PubMed:9405624}.
ENSMUSG00000021779	P37242	SUBUNIT: Binds DNA as a dimer; homodimer and heterodimer with RXRB. Interacts with the coactivators NCOA1/SRC1, NCOA2/GRIP1, NCOA7 and MED1/TRAP220 in a ligand-inducible manner. Interacts with the corepressor NCOR1 in absence of ligand (By similarity). Interacts with C1D. Interacts with NR2F6; the interaction impairs the binding of the THRB homodimer and THRB:RXRB heterodimer to T3 response elements. Interacts with PRMT2 and THRSP (By similarity). {ECO:0000250}.
ENSMUSG00000011254	Q9CY52	SUBUNIT: Homotetramer. {ECO:0000250}.
ENSMUSG00000055546	Q6U7R4	SUBUNIT: Homodimer. {ECO:0000305|PubMed:17960135, ECO:0000305|PubMed:18083575}.
ENSMUSG00000021957	P40142	SUBUNIT: Homodimer. {ECO:0000250}.
ENSMUSG00000045282	Q497J1	SUBUNIT: Homodimer. {ECO:0000250}.
ENSMUSG00000030126	Q69ZZ6	SUBUNIT: May form homo- or heterodimers with other TMCC proteins via the coiled-coil domains. Interacts with ribosomal proteins RPL4 and RPS6 (By similarity). {ECO:0000250}.
ENSMUSG00000029390	Q9R0Q3	SUBUNIT: Monomer and homodimer in the endoplasmic reticulum, endoplasmic reticulum-Golgi intermediate compartment and Golgi. Probably oligomerizes with other members of the EMP24/GP25L family such as TMED7, TMED9 and TMED10. Interacts with TMED10. Associates with the COPI vesicle coat (coatomer); TMED10:TMED2 heterotetramers are proposed to be involved in coatomer association. Interacts (via C-terminus) with COPG1; the interaction involves dimeric TMED2. Interacts with SEC23A; indicative for an association of TMED2 with the COPII vesicle coat. Interacts with ARF1 and ARFGAP1. Interacts with CD59, SEC24A, SEC24B, SEC24C, SEC24D and ATLA1. Interacts with KDELR1; the interaction is decreased by KDEL ligand. Interacts with F2RL1; the interaction occurs at the Golgi apparatus. Interacts with CASR (immaturely glycosylated form); the interaction occurs in the endoplasmic reticulum-Golgi intermediate compartment or cis-Golgi. Interacts with F2RL1; the interaction occurs at the Golgi apparatus. Interacts with GORASP1 and GORASP2. Found in a complex composed at least of SURF4, TMED2 and TMED10 (By similarity). {ECO:0000250}.
ENSMUSG00000025925	P70371	SUBUNIT: Homodimer; can contain both isoforms. Found in a complex with POT1; TINF2 and TNKS1. Interacts with ATM, TINF2, TNKS1, TNKS2, PINX1, NEK2 and MAPRE1. Component of the shelterin complex (telosome) composed of TERF1, TERF2, TINF2, TERF2IP ACD and POT1. Interacts with RLIM (via N-terminus). Interacts with FBXO4. Interaction with TINF2 protects against interaction with FBXO4 and subsequent polyubiquitination and proteasomal degradation (By similarity). Interacts with GNL3L; this interaction promotes homodimerization. Interacts with TIN2. Interactions with GNL3L and TIN2 are mutually exclusive. Interacts with RTEL1 (By similarity). Interacts with CCDC79/TERB1. {ECO:0000250, ECO:0000269|PubMed:19487455, ECO:0000269|PubMed:24413433}.
ENSMUSG00000028145	Q3UUI3	SUBUNIT: Homodimer and homotetramer (By similarity). Interacts with AKT1 in the cytosol. Interacts with V-AKT from AKT8 murine leukemia virus. {ECO:0000250|UniProtKB:Q5T1C6, ECO:0000269|PubMed:11598301}.
ENSMUSG00000036138	Q921H8	SUBUNIT: Homodimer. {ECO:0000250}.
ENSMUSG00000053469	O08710	SUBUNIT: Homodimer. {ECO:0000250}.
ENSMUSG00000034371	Q8VC30	SUBUNIT: Homodimer (By similarity). Interacts with IFIH1 (via the CARD domains), the interaction is inhibited by viral infection (By similarity). {ECO:0000250|UniProtKB:F1RKQ4, ECO:0000250|UniProtKB:Q3LXA3}.
ENSMUSG00000034771	Q9WVB2	SUBUNIT: Homooligomer and heterooligomer with other family members. Binds LEF1, TCF7, TCF7L1, TCF7L2, UTY, HES1 and HES5 (By similarity). {ECO:0000250}.
ENSMUSG00000024642	Q62441	SUBUNIT: Homooligomer and heterooligomer with other family members (By similarity). Binds PAX5, LEF1, TCF7, TCF7L1 and TCF7L2. Interacts with ZNF703; TLE4 may mediate ZNF703 transcriptional repression. Interacts with SIX3 and SIX6. Interacts with PAX2 (By similarity). {ECO:0000250, ECO:0000250|UniProtKB:Q04727, ECO:0000269|PubMed:10811620, ECO:0000269|PubMed:11266540, ECO:0000269|PubMed:12050133, ECO:0000269|PubMed:21317240}.
ENSMUSG00000034659	Q3UBX0	SUBUNIT: Homooligomer. Interacts with CRYAB. {ECO:0000250|UniProtKB:O77751, ECO:0000250|UniProtKB:Q9BVC6}.
ENSMUSG00000010045	Q9WUH1	SUBUNIT: Homooligomer. Interacts with COPB1. May interact with LMAN1. Interacts with the COG complex; probably through COG3. {ECO:0000250|UniProtKB:Q12893}.
ENSMUSG00000028420	Q9DAV9	SUBUNIT: Homotrimer. {ECO:0000250}.
ENSMUSG00000021248	Q9D1D4	SUBUNIT: Predominantly homodimeric and to lesser extent monomeric in endoplasmic reticulum. Homodimer and monomer in endoplasmic reticulum-Golgi intermediate compartment and cis-Golgi network. Probably oligomerizes with other members of the EMP24/GP25L family such as TMED2, TMED7 and TMED9. Interacts with TMED2. Associates with the COPI vesicle coat (coatomer); TMED10:TMED2 heterotetramers are proposed to be involved in coatomer association. Interacts (via C-terminus) with COPG1; the interaction involves dimeric TMED10. Interacts with ARF1 (GDP-bound); the interaction probably involves a TMED10 oligomer. Interacts with SEC23A; indicative for an association of TMED10 with the COPII vesicle coat. Interacts with CD59, SEC24B, SEC24C and SEC24D. Interacts with MPPE1/PGAP5. Interacts with F2LR1. Interacts with KDELR2; the interaction is disrupted by KDELR2 ligand. Found in a complex composed at least of SURF4, TMED2 and TMED10. Associates with the presenilin-dependent gamma-secretase complex. Interacts with STX17; the interaction is direct (By similarity). {ECO:0000250}.
ENSMUSG00000039304	P50592	SUBUNIT: Homotrimer. {ECO:0000250}.
ENSMUSG00000005824	Q9QYH9	SUBUNIT: Homotrimer. {ECO:0000250}.
ENSMUSG00000026700	P43488	SUBUNIT: Homotrimer. {ECO:0000269|PubMed:16905106}.
ENSMUSG00000035678	P41274	SUBUNIT: Homotrimer. {ECO:0000305}.
ENSMUSG00000017485	Q64511	SUBUNIT: Homodimer. {ECO:0000250|UniProtKB:Q02880}.
ENSMUSG00000025521	Q9CXT7	SUBUNIT: Homodimer. {ECO:0000250}.
ENSMUSG00000062373	Q4VAE3	SUBUNIT: Monomer. Homodimer. Interacts with GJA1. Interacts weakly with DSP. {ECO:0000269|PubMed:26403541}.
ENSMUSG00000066755	Q7TS55	SUBUNIT: Homotrimer. Homodimer. {ECO:0000269|PubMed:15128759, ECO:0000269|PubMed:18178614, ECO:0000269|PubMed:18182486, ECO:0000269|PubMed:19390148}.
ENSMUSG00000026064	Q63739	SUBUNIT: Homotrimer. Interacts with tubulin (By similarity). Interacts with ATF5. {ECO:0000250, ECO:0000269|PubMed:11278933}.
ENSMUSG00000027506	Q62393	SUBUNIT: Forms a homodimer or heterodimer with other members of the family. {ECO:0000250}.
ENSMUSG00000022797	Q62351	SUBUNIT: Homodimer; disulfide-linked. Binds one transferrin molecule per subunit. Interacts with SH3BP4 (By similarity). {ECO:0000250}.
ENSMUSG00000002603	P04202	SUBUNIT: Homodimer; disulfide-linked, or heterodimer with TGFB2 (By similarity). Secreted and stored as a biologically inactive form in the extracellular matrix in a 290 kDa complex (large latent TGF-beta1 complex) containing the TGFB1 homodimer, the latency-associated peptide (LAP), and the latent TGFB1 binding protein-1 (LTBP1). The complex without LTBP1 is known as the'small latent TGF-beta1 complex'. Dissociation of the TGFB1 from LAP is required for growth factor activation and biological activity. Release of the large latent TGF-beta1 complex from the extracellular matrix is carried out by the matrix metalloproteinase MMP3 (By similarity). Interacts with CD109 and DPT. Interacts with ASPN (By similarity). May interact with THSD4; this interaction may lead to sequestration by FBN1 microfibril assembly and attenuation of TGFB signaling. Interacts with the serine proteases, HTRA1 and HTRA3: the interaction with either inhibits TGFB1-mediated signaling. The HTRA protease activity is required for this inhibition. Latency-associated peptide interacts with NREP; the interaction results in a decrease in TGFB1 autoinduction. {ECO:0000250, ECO:0000269|PubMed:14973287, ECO:0000269|PubMed:14985127, ECO:0000269|PubMed:15206957, ECO:0000269|PubMed:21880733}.
ENSMUSG00000006386	Q02858	SUBUNIT: Homodimer. Heterodimer with TIE1. Interacts with ANGPT1, ANGPT2 and ANGPT4. At cell-cell contacts in quiescent cells, forms a signaling complex composed of ANGPT1 plus TEK molecules from two adjoining cells. In the absence of endothelial cell-cell contacts, interaction with ANGPT1 mediates contacts with the extracellular matrix. Interacts (tyrosine phosphorylated) with TNIP2. Interacts (tyrosine phosphorylated) with SHC1 (via SH2 domain) (By similarity). Interacts with PTPRB; this promotes endothelial cell-cell adhesion. Interacts with DOK2, GRB2, GRB7, GRB14, PIK3R1 and PTPN11/SHP2. Colocalizes with DOK2 at contacts with the extracellular matrix in migrating cells. {ECO:0000250, ECO:0000269|PubMed:10521483, ECO:0000269|PubMed:12427764, ECO:0000269|PubMed:12665569, ECO:0000269|PubMed:15284220, ECO:0000269|PubMed:19451274, ECO:0000269|PubMed:20973951, ECO:0000269|PubMed:9632797}.
ENSMUSG00000032280	Q08122	SUBUNIT: Homotetramer and heterooligomer with other family members. Binds FOXA2 (By similarity). Interacts with XIAP/BIRC4 (By similarity). Binds LEF1, TCF7, TCF7L1 and TCF7L2/TCF4. Interacts with TBX18 (via engrailed homology 1 repressor motif), leading to decreased of TBX18 transcriptional activity. {ECO:0000250, ECO:0000269|PubMed:11266540, ECO:0000269|PubMed:17584735}.
ENSMUSG00000022015	O35235	SUBUNIT: Homotrimer. Interacts with TNFRSF11A and TNFRSF11B. {ECO:0000269|PubMed:11581298, ECO:0000269|PubMed:11733492, ECO:0000269|PubMed:20483727, ECO:0000269|PubMed:23039992}.
ENSMUSG00000048677	Q8BWC0	SUBUNIT: Homodimer. Interacts with LRRK2 (By similarity). {ECO:0000250}.
ENSMUSG00000000296	O54818	SUBUNIT: Forms a homodimer or heterodimer with other members of the family. {ECO:0000250}.
ENSMUSG00000000827	Q9CYZ2	SUBUNIT: Forms a homodimer or heterodimer with other members of the family. Interacts with MAL2 (By similarity). {ECO:0000250}.
ENSMUSG00000032047	Q8QZT1	SUBUNIT: Homotetramer. {ECO:0000250}.
ENSMUSG00000031791	Q3TMP8	SUBUNIT: Homotrimer. {ECO:0000250}.
ENSMUSG00000032180	Q3V009	SUBUNIT: Homodimer in endoplasmic reticulum, endoplasmic reticulum-Golgi intermediate compartment and cis-Golgi network. May interact with IL1RL1 (By similarity). {ECO:0000250}.
ENSMUSG00000079834	Q91ZE0	SUBUNIT: Homodimer. {ECO:0000250}.
ENSMUSG00000017652	P27512	SUBUNIT: Monomer and homodimer. Interacts with TRAF1, TRAF2 and TRAF6 (By similarity). Interacts with TRAF3 and TRAF5. Interacts with TRAF6 and MAP3K8; the interaction is required for ERK activation. {ECO:0000250, ECO:0000269|PubMed:12881420, ECO:0000269|PubMed:7533327, ECO:0000269|PubMed:8790348}.
ENSMUSG00000028965	P20334	SUBUNIT: Principally a homodimer, but also found as a monomer. Associates with p56-LCK. Interacts with TRAF1, TRAF2 and TRAF3 (By similarity). {ECO:0000250}.
