Entry	Gene names	Subunit structure [CC]
O35324	Sh2d1b Eat2 Eat2a Sh2d1b1	SUBUNIT: Binds to the phosphorylated receptors CD84, SLAMF1, LY9 and CD244. Does not bind to non-phosphorylated SLAMF1 (By similarity). Interacts with SLAMF7 (via ITSM phosphorylated on 'Tyr-302'). Interacts with Src kinases HCK, LYN, FYN, FGR and LCK (via kinase domains). Interacts (phosphorylated at Tyr-127) with PLCG2. {ECO:0000250|UniProtKB:O14796, ECO:0000269|PubMed:11689425, ECO:0000269|PubMed:16425036, ECO:0000269|PubMed:19151721, ECO:0000269|PubMed:24687958, ECO:0000305|PubMed:21219180}.
Q9D7V1	Sh2d4a	SUBUNIT: Interacts with ESR1. {ECO:0000250}.
Q9JID9	Sh2b2 Aps	SUBUNIT: Homodimer. Interacts with KIT/c-KIT, SHC1, EPOR, PDGFR, VAV1 and VAV3. Interacts (via N-terminal region) with SHC1. Interacts (via the phosphorylated C-terminus) with GRB2. Interacts (via its SH2 domain) with EPOR, INSR and KIT. Interacts with GRB2 after B-cell antigen receptor stimulation. Interacts (via PH domain) with VAV3. Interacts with NTRK1, NTRK2 and NTRK3 (phosphorylated); after stimulation of the receptor by its extracellular ligand and subsequent autophosphorylation of the receptor. Binds INSR, GRB2, ASB6 and CAP. Insulin stimulation leads to dissociation of CAP. Binds CBS only when SH2B2/APS has become phosphorylated. INSR binding does not depend on the phosphorylation of SH2B2/APS (By similarity). {ECO:0000250}.
Q8JZW5	Sh2d5	SUBUNIT: Interacts with BCR. {ECO:0000269|PubMed:25331951}.
Q8BI17	Sh2d7	
Q61120	Shc3 Nshc ShcC	SUBUNIT: Interacts with the Trk receptors in a phosphotyrosine-dependent manner. Once activated, binds to GRB2. Interacts with activated EGF receptors (By similarity). {ECO:0000250}.
Q9ES52	Inpp5d 7a33 Ship Ship1	SUBUNIT: Interacts with tyrosine phosphorylated forms of SHC1, DOK1, DOK3, PTPN11/SHP-2, SLAMF1/CD150. Interacts with PTPN11 in response to IL-3. Interacts with receptors EPOR, MS4A2/FCER1B and FCER1G, FCGR2A, FCGR2B and FCGR3. Interacts with GRB2 and PLCG1. Interacts with tyrosine kinases SRC and TEC. Interacts with FCGR2A, leading to regulate gene expression during the phagocytic process. Interacts with c-Met/MET. Interacts with MILR1 (tyrosine-phosphorylated). Isoform 5 interacts with IL6ST/gp130. Can weakly interact (via NPXY motif 2) with DAB2 (via PID domain); the interaction is impaired by tyrosine phosphorylation of the NPXY motif. {ECO:0000269|PubMed:10068665, ECO:0000269|PubMed:10395202, ECO:0000269|PubMed:10660611, ECO:0000269|PubMed:10779347, ECO:0000269|PubMed:10794720, ECO:0000269|PubMed:11016922, ECO:0000269|PubMed:11031258, ECO:0000269|PubMed:11247302, ECO:0000269|PubMed:11896575, ECO:0000269|PubMed:12370370, ECO:0000269|PubMed:12393695, ECO:0000269|PubMed:14993273, ECO:0000269|PubMed:15456754, ECO:0000269|PubMed:15492005, ECO:0000269|PubMed:16000869, ECO:0000269|PubMed:17105399, ECO:0000269|PubMed:20526344, ECO:0000269|PubMed:8643691, ECO:0000269|PubMed:8654924, ECO:0000269|PubMed:9083021, ECO:0000269|PubMed:9099679, ECO:0000269|PubMed:9110989, ECO:0000269|PubMed:9393882}.
Q8R3V5	Sh3glb2 Kiaa1848	SUBUNIT: Homodimer, and heterodimer with SH3GLB1. {ECO:0000250}.
Q1W617	Shroom4 Kiaa1202	SUBUNIT: Interacts directly with F-actin. {ECO:0000269|PubMed:17009331}.
Q8CA71	Shisa4 Tmem58	
Q9D7I0	Shisa5 Scotin	SUBUNIT: Interacts with PDCD6; PDCD6 can stabilze SHISA5. {ECO:0000269|PubMed:17889823}.
Q99J19	Smim11a Fam165b Smim11	
Q8C0T5	Sipa1l1 Kiaa0440	SUBUNIT: Interacts with DLG4, PDLIM5, PDLIM7 and LZTS3. Interacts with the actin cytoskeleton (By similarity). Interacts (via PDZ domain) with EPHA4 (via PDZ motif); controls neuronal morphology through regulation of the RAP1 (RAP1A or RAP1B) and RAP2 (RAP2A, RAP2B or RAP2C) GTPases. {ECO:0000250, ECO:0000269|PubMed:18094260}.
Q91Y74	St3gal4 Siat4c	
P70277	St6galnac2 Siat7 Siat7b	
Q9QYJ1	St6galnac5 Siat7e	
P97325	St3gal3 Siat3 Siat6	
O88829	St3gal5 GM3S Siat9	
Q91VT8	Smim14	
Q3UUV5	Skap1 Scap1	SUBUNIT: Homodimer. Interacts with FYN and PTPRC. Interacts with GRB2 when phosphorylated on Tyr-268. Interacts with FYB, which is required for SKAP2 protein stability. Part of a complex consisting of SKAP1, FYB and CLNK. Interacts with RASGRP1 (By similarity). {ECO:0000250}.
Q60898	Sla Slap Slap1	SUBUNIT: Homodimer. Interacts with phosphorylated CBL, SYK and LAT. Homodimerization and interaction with phosphorylated CBL occurs via its C-terminal domain (By similarity). Interacts with PDGFRB and EPHA2. Interacts with phosphorylated proteins ZAP70; CD3Z; VAV1 and LCP2 via its SH2 domain. {ECO:0000250, ECO:0000269|PubMed:10662792, ECO:0000269|PubMed:7543898, ECO:0000269|PubMed:9742401}.
Q8C110	Slitrk6 Sltk6	
Q9JIW5	Smad9 Madh8 Madh9 Smad8	SUBUNIT: Interaction with the co-SMAD SMAD4. Interacts with PEBP2-alpha subunit (By similarity). {ECO:0000250}.
Q8CBY1	Samd4a Samd4 Smaug1	
Q99KC7	Smagp	
Q8CG46	Smc5 Kiaa0594 Smc5l1	SUBUNIT: Forms a heterodimer with SMC6. Component of the SMC5-SMC6 complex which consists at least of SMC5, SMC6, NSMCE2, NSMCE1, NSMCE4A or EID3 and NSMCE3. Interacts with NSMCE2. Interacts with SLF2; this interaction induces an association of the SLF1-SLF2 complex with the SMC5-SMC6 complex. Interacts with RAD18; this interaction is increased in a SLF1 or SLF2-dependent manner. {ECO:0000250|UniProtKB:Q8IY18}.
Q8BQM7	Smco3	
P62317	Snrpd2	SUBUNIT: U1 snRNP is for instance composed of the 7 core Sm proteins SNRPB, SNRPD1, SNRPD2, SNRPD3, SNRPE, SNRPF and SNRPG that assemble in a heptameric protein ring on the Sm site of the small nuclear RNA to form the core snRNP, and at least three U1 snRNP-specific proteins SNRNP70/U1-70K, SNRPA/U1-A and SNRPC/U1-C. Component of the U11/U12 snRNPs that are part of the U12-type spliceosome. Part of the SMN-Sm complex that contains SMN1, GEMIN2/SIP1, DDX20/GEMIN3, GEMIN4, GEMIN5, GEMIN6, GEMIN7, GEMIN8, STRAP/UNRIP and the Sm proteins SNRPB, SNRPD1, SNRPD2, SNRPD3, SNRPE, SNRPF and SNRPG; catalyzes core snRNPs assembly. Forms a 6S pICln-Sm complex composed of CLNS1A/pICln, SNRPD1, SNRPD2, SNRPE, SNRPF and SNRPG; ring-like structure where CLNS1A/pICln mimics additional Sm proteins and which is unable to assemble into the core snRNP (By similarity). {ECO:0000250}.
Q5RJH6	Smg7 Est1c Kiaa0250	SUBUNIT: Part of a complex that contains SMG5, SMG7, PPP2CA, a short isoform of UPF3A (isoform UPF3AS, but not isoform UPF3AL) and phosphorylated UPF1. {ECO:0000250}.
P0C8K7	Smim1	SUBUNIT: Homooligomer; disulfide-linked. {ECO:0000250}.
Q9D4B1	Sgms2	
P97443	Smyd1 Bop	SUBUNIT: Interacts with HDAC1, HDAC2 and HDAC3. Interacts (via MYND-type zinc finger) with NACA isoform skNAC. {ECO:0000269|PubMed:11923873, ECO:0000269|PubMed:20943667}.
Q8BTK5	Smyd4 Kiaa1936	
Q9CWZ7	Napg Snapg	SUBUNIT: Binds RIP11 (By similarity). Interacts with VTI1A. {ECO:0000250, ECO:0000269|PubMed:9705316}.
Q99ME3	Sncaip	SUBUNIT: Associates with SNCA, RNF19A AND PARK2. {ECO:0000250}.
Q78PY7	Snd1	SUBUNIT: Interacts with GTF2E1 and GTF2E2. Forms a ternary complex with STAT6 and POLR2A (By similarity). Interacts with STAT5. {ECO:0000250, ECO:0000269|PubMed:12819296}.
O09044	Snap23 Sndt	SUBUNIT: Homotetramer (via coiled-coil domain), also forms heterotetramers with STX4 and VAMP3 (By similarity). Found in a complex with VAMP8 and STX1A (By similarity). Found in a complex with VAMP8 and STX4 in pancreas (PubMed:15363411). Interacts simultaneously with SNAPIN and SYN4 (By similarity). Interacts with STX1A (PubMed:9507000). Interacts with STX12 (PubMed:9507000). Interacts tightly to multiple syntaxins and synaptobrevins/VAMPs (By similarity). Interacts with ZDHHC13 (via ANK repeats) (PubMed:26198635). Interacts with ZDHHC17 (via ANK repeats) (PubMed:26198635). {ECO:0000250|UniProtKB:O00161, ECO:0000250|UniProtKB:O70377, ECO:0000269|PubMed:15363411, ECO:0000269|PubMed:26198635, ECO:0000269|PubMed:9507000}.
Q80U23	Snph Kiaa0374	SUBUNIT: Binds to syntaxin-1. {ECO:0000250}.
Q6PE01	Snrnp40 Wdr57	SUBUNIT: Identified in the spliceosome C complex. Associated with the spliceosome complex. Part of the U5 snRNP complex. Interacts with PRPF8. Component of the U4/U6-U5 tri-snRNP complex composed of the U4, U6 and U5 snRNAs and at least PRPF3, PRPF4, PRPF6, PRPF8, PRPF31, SNRNP200, TXNL4A, WDR57, SNRNP40, DDX23, CD2BP2, PPIH, SNU13, EFTUD2, SART1 and USP39 (By similarity). {ECO:0000250}.
Q62189	Snrpa Rnu1a-1	SUBUNIT: U1 snRNP is composed of the 7 core Sm proteins SNRPB, SNRPD1, SNRPD2, SNRPD3, SNRPE, SNRPF and SNRPG that assemble in a heptameric protein ring on the Sm site of the small nuclear RNA to form the core snRNP, and at least three U1 snRNP-specific proteins SNRNP70/U1-70K, SNRPA/U1-A and SNRPC/U1-C. Interacts with SFPQ; component of a snRNP-free complex with SFPQ (By similarity). {ECO:0000250}.
Q925E0	Sntg2	SUBUNIT: Interacts with the dystrophin protein DMD and related proteins DTNA and DTNB. {ECO:0000250}.
Q9Z315	Sart1 Haf	SUBUNIT: Identified in the spliceosome C complex. Component of the U4/U6-U5 tri-snRNP complex composed of the U4, U6 and U5 snRNAs and at least PRPF3, PRPF4, PRPF6, PRPF8, PRPF31, SNRNP200, TXNL4A, SNRNP40, DDX23, CD2BP2, PPIH, SNU13, EFTUD2, SART1 and USP39 (By similarity). {ECO:0000250}.
Q3TIX9	Usp39	SUBUNIT: Component of the U4/U6-U5 tri-snRNP complex composed of the U4, U6 and U5 snRNAs and at least PRPF3, PRPF4, PRPF6, PRPF8, PRPF31, SNRNP200, TXNL4A, WDR57, SNRNP40, DDX23, CD2BP2, PPIH, SNU13, EFTUD2, SART1 and USP39. {ECO:0000250}.
Q8C080	Snx16	SUBUNIT: Homooligomer. Interacts with EGFR (By similarity). {ECO:0000250}.
Q8BVL3	Snx17	SUBUNIT: Monomer. Interacts with HRAS. Interacts with ITGB1 and ITGB5 (via NPxY motif). Interacts with KRIT1 (via N-terminus) (By similarity). Interacts with the C-termini of P-selectin, PTC, LDLR, VLDLR, LRP1 and LRP8. Interacts with APP (via cytoplasmic YXNPXY motif). Interacts with KIF1B. {ECO:0000250, ECO:0000269|PubMed:12169628, ECO:0000269|PubMed:16052210, ECO:0000269|PubMed:18276590, ECO:0000269|PubMed:19967056}.
Q80ZJ7	Snx32 Snx6b	
Q8K078	Slco4a1 Oatp4a1 Oatpe Slc21a12	
Q8BGD4	Slco4c1 Oatp4c1 Slc21a20	
O88908	Soat2 Acact-2 Acat2	SUBUNIT: May form homo- or heterodimers. {ECO:0000250}.
Q9CXB2	Slc10a6 Soat	
O35716	Socs1 Cish1 Ssi1	SUBUNIT: Interacts with multiple activated proteins of the tyrosine kinase signaling pathway including JAK family kinases, TEC, KIT, GRB2 and VAV. Binding to JAKs is mediated through the KIR and SH2 domain to a phosphorylated tyrosine residue within the JAK JH1 domain. Binds the SH3 domain of GRB2 via diproline determinants in the N-terminus, and the N-terminal regulatory domain of VAV. Interacts with the Elongin BC complex (TCEB1 and TCEB2). Component of an ECS CBC(SOCS1) E3 ubiquitin-protein ligase complex which contains Elongin BC, CUL5, RBX1 and SOCS1. Interacts (via SH2 domain and SOCS box) with TRIM8. Interacts with CUL2. Interacts with AXL and FGFR3 (By similarity). Interacts with INSR. {ECO:0000250, ECO:0000269|PubMed:10051596, ECO:0000269|PubMed:12163497, ECO:0000269|PubMed:15169905, ECO:0000269|PubMed:9869640}.
O35718	Socs3 Cis3 Cish3	SUBUNIT: Interacts with multiple activated proteins of the tyrosine kinase signaling pathway including IGF1 receptor, insulin receptor and JAK2. Binding to JAK2 is mediated through the KIR and SH2 domains to a phosphorylated tyrosine residue within the JAK2 JH1 domain (By similarity). Binds specific activated tyrosine residues of the leptin, EPO, IL12, GSCF and gp130 receptors (PubMed:10882725). Interaction with CSNK1E stabilizes SOCS3 protein (By similarity). Component of the probable ECS(SOCS3) E3 ubiquitin-protein ligase complex which contains CUL5, RNF7/RBX2, elongin BC complex and SOCS3 (By similarity). Interacts with CUL5, RNF7, TCEB1 and TCEB2 (By similarity). Interacts with FGFR3 (By similarity). Interacts with INSR (PubMed:10821852). Interacts with BCL10; this interaction may interfere with BCL10-binding with PELI2 (PubMed:15213237). Interacts with NOD2 (via CARD domain); the interaction promotes NOD2 degradation (PubMed:23019338). {ECO:0000250|UniProtKB:O14543, ECO:0000269|PubMed:10821852, ECO:0000269|PubMed:10882725, ECO:0000269|PubMed:15213237, ECO:0000269|PubMed:16905102, ECO:0000269|PubMed:23019338}.
O54928	Socs5 Cish5	SUBUNIT: Interacts with EGFR. Interacts with TCEB1 AND TCEB2; mediates EGFR ubiquitination and degradation (By similarity). Interacts with IL4R; inhibits IL4 signaling. {ECO:0000250, ECO:0000269|PubMed:12242343}.
Q6P069	Sri	SUBUNIT: Homodimer. Interacts with GCA, RYR2 and ANXA7 (By similarity). {ECO:0000250}.
Q99P68	Sost	SUBUNIT: Interacts with LRP4 (via the extracellular domain); the interaction facilitates the inhibition of Wnt signaling. Interacts with LRP5 (via the first two YWTD-EGF repeat domains); the interaction inhibits Wnt-mediated signaling. Interacts with LRP6. {ECO:0000250}.
P43267	Sox15 Sox-15	
Q8VI67	Sp7 Osx	SUBUNIT: Interacts with NO66; the interaction is direct and inhibits transcription activator activity. {ECO:0000269|PubMed:19927124}.
Q7TMF5	Serpina12	SUBUNIT: Forms a stable complex with KLK7. {ECO:0000250}.
Q8BNN1	Spata2l Kiaa4138	
Q6P4P1	Serpina3a	
Q03734	Serpina3m	
Q9D5R4	Spata1	
Q3U6K5	Spata6 Hash	SUBUNIT: Interacts with MYL6. {ECO:0000269|PubMed:25605924}.
Q3UA16	Spc25 Spbc25	SUBUNIT: Component of the NDC80 complex, which consists of NDC80/HEC1, CDCA1, SPBC24 and SPBC25. The NDC80 complex is formed by two subcomplexes composed of NDC80/HEC1-CDCA1 and SPBC24-SPBC25. Each subcomplex is formed by parallel interactions through the coiled-coil domains of individual subunits. Formation of a tetrameric complex is mediated by interactions between the C-terminal regions of both subunits of the NDC80/HEC1-CDCA1 subcomplex and the N-terminal regions of both subunits of the SPBC24-SPBC25 complex. The tetrameric NDC80 complex has an elongated rod-like structure with globular domains at either end (By similarity). {ECO:0000250}.
Q8K4N2	Spag11 Bin1b Ep2e	
Q8K450	Spag16 Pf20	SUBUNIT: Interacts with SPAG6 and STK36. {ECO:0000269|PubMed:12391165, ECO:0000269|PubMed:19305393}.
Q8BGX7	Spidr Kiaa0146	SUBUNIT: Found in a complex, at least composed of BLM, RAD51 and SPIDR; the complex formation is mediated by SPIDR. Interacts (via C-terminal region) with BLM; the interaction is direct. Interacts with RAD51; the interaction is direct. Interacts (via the C-terminal region) with FIGNL1 (via N-terminal one-half region); the interaction is direct (By similarity). {ECO:0000250}.
Q9QXK9	Sh2d2a Lad Ribp	SUBUNIT: Interacts with KDR (By similarity). Interacts with p56-LCK, TXK and ITK. {ECO:0000250, ECO:0000269|PubMed:10587356}.
Q91ZM2	Sh2b1 Sh2bpsm1	SUBUNIT: Self-associates. Homopentamer (By similarity). Forms a heteromultimeric complex with SH2B2 (By similarity). Interacts with SH2B2. Isoform 1 interacts via its SH2 domain with JAK2. Isoform 2 interacts via its SH2 domain and its N-terminus with JAK2; the SH2 domain is required for the major interaction with JAK2 phosphorylated on tyrosine residues; the N-terminus provides a low-affinity binding to JAK2 independent of JAK2 phosphorylation. Isoform 3 interacts via its SH2 domain with JAK2. Isoform 1 interacts via its SH2 domain with INSR; the interaction requires receptor activation. Isoform 3 interacts via its SH2 domain with INSR; the interaction requires receptor activation and requires INSR phosphorylation at 'Tyr-1175'. Isoform 1 interacts with IGF1R; the interaction requires receptor activation. Isoform 2 interacts via its SH2 domain with FGFR3; the interaction requires FGFR3 'Tyr-719' and 'Tyr-755'. Isoform 2 interacts with RET; the interaction requires RET kinase activity and RET 'Tyr-982'. Isoform 2 interacts with RAC1. Isoform 2 interacts with PDGFRA and/or PDGFRB; the interaction requires receptor activation. Interacts with ISR1 and ISR2. Isoform 3 is probably part of a complex consisting of INSR, ISR1 and SH2B1. Probably part of a ternary complex consisting of SH2B1, JAK2 and ISR1 or ISR2. May interact with FCER1G (By similarity). Interacts (via SH2 domain) with NTRK1 (phosphorylated) (By similarity). {ECO:0000250}.
Q91X43	Sh3d19	SUBUNIT: Interacts with ADAM12. Isoform 2 (but not isoform 1) interacts with ADAM9, ADAM10, ADAM15 and ADAM17. Interacts with SH3GL1 SH3 domain. Interacts via SH3 3 and SH3 4 or SH3 4 and SH3 5 domains with SOS2. Probably forms a trimeric complex with SH3GL1 and SOS2 (By similarity). Interacts with SH3YL1. {ECO:0000250, ECO:0000269|PubMed:12615363}.
Q9WUZ7	Sh3bgr	
Q62420	Sh3gl2 Sh3d2a	SUBUNIT: Monomer; in cytoplasm. Homodimer; when associated with membranes (By similarity). Interacts with SYNJ1 and DNM1. Interacts with MAP4K3; the interaction appears to regulate MAP4K3-mediated JNK activation. Interacts with OPHN1 (By similarity). Interacts with PDCD6IP. Interacts with BIN2 (By similarity). Interacts with ATX2. Interacts with ADAM9 and ADAM15 cytoplasmic tails. {ECO:0000250, ECO:0000269|PubMed:10490020, ECO:0000269|PubMed:10531379, ECO:0000269|PubMed:18602463}.
Q8BG73	Sh3bgrl2	
Q69ZI1	Sh3rf1 Kiaa1494 Posh Sh3md2	SUBUNIT: Interacts with HERP1 (By similarity). Interacts with Rac; in a GTP-dependent manner. Interacts with MAP3K10 and MAP3K11. Interacts with MAPK8IP; this interaction leads to the PJAC complex (POSH-JIP or SH3RF1/MAPK8IP apoptotic complex) with a 1:1 ratio. Interacts with SIAH1. Probably part of a signaling complex that may contain SH3RF1, MAPK8IP, DLK1, MAP2K4, MAP2K7, MAPK8, MAPK9, AKT1 and AKT2. {ECO:0000250, ECO:0000269|PubMed:12514131, ECO:0000269|PubMed:14504284, ECO:0000269|PubMed:16230351, ECO:0000269|PubMed:16571722, ECO:0000269|PubMed:9482736}.
D3YZU1	Shank1	SUBUNIT: May homomultimerize via its SAM domain. Interacts with the C-terminus of SSTR2 via the PDZ domain. Interacts with SHARPIN, SPTAN1, HOMER1 and DLGAP1/GKAP. Part of a complex with DLG4/PSD-95 and DLGAP1/GKAP. Interacts with BAIAP2. Interacts with IGSF9 (By similarity). {ECO:0000250}.
Q4ACU6	Shank3 Kiaa1650 Prosap2	SUBUNIT: May homomultimerize via its SAM domain. Interacts with BAIAP2, DBNL and SLC17A7/VGLUT1. Interacts with DLGAP1/GKAP, GRM1/MGLUR1, GRM5/MGLUR5 and LZTS3 C-termini via its PDZ domain. Interacts with ABI1, HOMER1, HOMER2, HOMER3 and CTTN/cortactin SH3 domain. Is part of a complex with DLG4/PSD-95 and DLGAP1/GKAP. Interacts (via PDZ domain) with the GRIA1 subunit of the AMPA receptor (via PDZ-binding motif). Interacts with WASF1 and CYFIP2; the interactions mediate the association of SHANK3 with the WAVE1 complex. Interacts with ARPC2; the interaction probably mediates the association of SHANK3 with the Arp2/3 complex. Interacts (via ANK repeats) with SHARPIN and SPTAN1. Interacts (via PDZ domain) with ARHGAP44 (probably via PDZ-binding motif); the interaction takes place in dendritic spines and promotes GRIA1 exocytosis. {ECO:0000269|PubMed:16606358, ECO:0000269|PubMed:21558424, ECO:0000269|PubMed:23739967, ECO:0000269|PubMed:24153177}.
Q8BMC3	Shc2 Sck ShcB	SUBUNIT: Interacts with the Trk receptors in a phosphotyrosine-dependent manner and MEGF12. Once activated, binds to GRB2 (By similarity). {ECO:0000250}.
O88520	Shoc2	SUBUNIT: Interacts with M-Ras/MRAS, and RAF1. Forms a multiprotein complex with Ras (M-Ras/MRAS), Raf (RAF1) and protein phosphatase 1 (PPP1CA, PPP1CB and PPP1CC). Interacts with ERBB2IP; disrupts the interaction with RAF1 and Ras, leading to prevent activation of the Ras signaling pathway. Specifically binds K-Ras/KRAS, M-Ras/MRAS and N-Ras/NRAS but not H-Ras/HRAS (By similarity). {ECO:0000250}.
